No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
26;V;n/a;n/a;n/a;Bakalaurs;Tiesību zinātnēs;Maģistrs;Ekonomikā ;Maģistrs;Tiesību zinātnēs;2013;Jā;Jā;Nē;Jā;5;LV;TM;Projekta vadība;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Tu vadīsi projekta “Tieslietu akadēmijas izveide” ieviešanu, tai skaitā, mācību programmu izstrādi; Tu koordinēsi tiesnešu, prokuroru, tiesu un prokuratūras darbinieku apmācību procesu; Tu sadarbosies attīstības pasākumu plānošanā un ieviešanā tiesu darba efektivitātes un kvalitātes celšanai; Tu nodrošināsi starptautisko sadarbību departamenta kompetences jomā, tai skaitā, ar starptautiskām organizācijām.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Maģistra grāds tiesību zinātnē vai citās sociālajās zinātnēs; Trīs gadu pieredze vadošā amatā; Vēlama pieredze sadarbībā ar starptautiskajām organizācijām tieslietu jomā; Pieredze ārvalstu finanšu instrumentu projektu plānošanā un ieviešanā; Teicamas angļu valodas zināšanas (vismaz C1 līmenis); Zināšanas un izpratne par Latvijas tiesu sistēmu; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistemātiska pieeja jautājumu risināšanā, spēja uztvert un analizēt sarežģītu, liela apjoma informāciju dažādās jomās.";Court Administration
27;S;n/a;n/a;n/a;Bakalaurs;Tiesību zinātnēs;Maģistrs;Tiesību zinātnēs;n/a;n/a;2010;Nē;Nē;Jā;Jā;3;LV;TM;Projekta vadība;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Tu vadīsi projekta “Tieslietu akadēmijas izveide” ieviešanu, tai skaitā, mācību programmu izstrādi; Tu koordinēsi tiesnešu, prokuroru, tiesu un prokuratūras darbinieku apmācību procesu; Tu sadarbosies attīstības pasākumu plānošanā un ieviešanā tiesu darba efektivitātes un kvalitātes celšanai; Tu nodrošināsi starptautisko sadarbību departamenta kompetences jomā, tai skaitā, ar starptautiskām organizācijām.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Maģistra grāds tiesību zinātnē vai citās sociālajās zinātnēs; Trīs gadu pieredze vadošā amatā; Vēlama pieredze sadarbībā ar starptautiskajām organizācijām tieslietu jomā; Pieredze ārvalstu finanšu instrumentu projektu plānošanā un ieviešanā; Teicamas angļu valodas zināšanas (vismaz C1 līmenis); Zināšanas un izpratne par Latvijas tiesu sistēmu; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistemātiska pieeja jautājumu risināšanā, spēja uztvert un analizēt sarežģītu, liela apjoma informāciju dažādās jomās.";Court Administration
28;S;n/a;n/a;n/a;Maģistrs;Sociālajās zinātnēs;Maģistrs;Biznesa vadība;n/a;n/a;1995;Jā;Jā;Jā;Jā;0;LV;TM;Projekta vadība;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Tu vadīsi projekta “Tieslietu akadēmijas izveide” ieviešanu, tai skaitā, mācību programmu izstrādi; Tu koordinēsi tiesnešu, prokuroru, tiesu un prokuratūras darbinieku apmācību procesu; Tu sadarbosies attīstības pasākumu plānošanā un ieviešanā tiesu darba efektivitātes un kvalitātes celšanai; Tu nodrošināsi starptautisko sadarbību departamenta kompetences jomā, tai skaitā, ar starptautiskām organizācijām.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Maģistra grāds tiesību zinātnē vai citās sociālajās zinātnēs; Trīs gadu pieredze vadošā amatā; Vēlama pieredze sadarbībā ar starptautiskajām organizācijām tieslietu jomā; Pieredze ārvalstu finanšu instrumentu projektu plānošanā un ieviešanā; Teicamas angļu valodas zināšanas (vismaz C1 līmenis); Zināšanas un izpratne par Latvijas tiesu sistēmu; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistemātiska pieeja jautājumu risināšanā, spēja uztvert un analizēt sarežģītu, liela apjoma informāciju dažādās jomās.";Court Administration
29;V;n/a;n/a;n/a;Bakalaurs;Tiesību zinātnēs;n/a;n/a;n/a;n/a;2014;Nē;Jā;Nē;Jā;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
30;V;n/a;n/a;n/a;Bakalaurs;Informācijas tehnoloģias;n/a;n/a;n/a;n/a;2001;Jā;Nē;Jā;Jā;4;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
31;V;n/a;n/a;n/a;Bakalaurs;Elektrozinātnēs;n/a;n/a;n/a;n/a;2014;Jā;Nē;Jā;Jā;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
32;V;n/a;n/a;n/a;Bakalaurs;Biznesa ekonomika;Bakalaurs;Personālvadība;n/a;n/a;1995;Nē;Nē;Nē;Jā;6;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
33;V;n/a;n/a;n/a;Bakalaurs;Vadībzinātnēs;Maģistrs (profesionālais grāds);Uzņēmējarbības vadība;n/a;n/a;2003;Nē;Jā;Jā;Jā;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
34;V;n/a;n/a;n/a;Bakalaurs;Komunikāciju zinātnēs;n/a;n/a;n/a;n/a;2014;Nē;Nē;Jā;Nē;7;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
35;V;n/a;n/a;n/a;Koledžas izglītība;Publiskā pārvalde;n/a;n/a;n/a;n/a;2011;Nē;Nē;Jā;Jā;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
36;V;1988;n/a;n/a;Bakalaurs;Tiesību zinātnēs;n/a;n/a;n/a;n/a;2007;Jā;Nē;Jā;Jā;5;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;izvēlēts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
37;V;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2013;Nē;Nē;Jā;Jā;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
38;V;1982;n/a;n/a;Bakalaurs;Elektrozinātnēs;Maģistrs;Telekomunikācijās;Maģistrs;Finanšu vadībā;2007;Jā;Nē;Jā;Nē;2;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
39;V;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2014;Nē;Nē;Jā;Nē;0;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
40;V;1994;n/a;n/a;Bakalaurs;Datorvadība un datorzinātnes;n/a;n/a;n/a;n/a;2014;Jā;Nē;Jā;Nē;8;LV;TM;IT;Vidējā līmeņa vadītājs;Departamenta vadītājs;noraidīts;2023;"Nodrošināt Tiesu administrācijas turējumā un pārziņā esošo informācijas sistēmu tehnisko resursu uzturēšanu un administrēšanu; Pilnveidot un attīstīt jaunos tehnoloģiskos risinājumus, tai skaitā, veikt projektu administratīvo vadību; Nodrošināt departamenta nepārtrauktu darba procesu un rezultātu sasniegšanu informācijas un komunikāciju tehnoloģiju jomā.";"Teicamas latviešu valodas un angļu valodas zināšanas; Otrā līmeņa augstākā izglītība tiesību, sociālajās vai IT zinātnēs; Pieredze vadošā amatā valsts pārvaldē; Pieredze IT projektu ieviešanā un administratīvajā vadībā; Izpratne par valsts pārvaldes uzbūvi un darbības pamatprincipiem; Sistēmiska pieeja jautājumu risināšanā un spēja uztvert un analizēt sarežģītu un liela apjoma informāciju; Datorprasmes augstā lietotāja līmenī; Teicamas komunikācijas prasmes; Prasme strādāt patstāvīgi un komandā; Augsta atbildības sajūta, precizitāte un orientācija uz klientu.";Court Administration
